"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,24,1823,162
2,159,4013,433
3,194,5000,625
4,221,5203,691
5,90,4585,778
6,146,3904,688
7,76,3140,600
8,66,2707,500
9,62,2148,426
10,49,1736,374
11,45,1440,282
12,43,1210,234
13,47,919,226
14,30,787,159
15,35,710,142
16,30,564,109
17,19,445,123
18,25,416,82
19,19,364,80
20,13,289,69
21,7,220,50
22,13,235,54
23,11,230,36
24,10,182,39
25,9,132,32
26,10,109,27
27,6,124,23
28,11,126,28
29,7,94,20
30,8,97,15
31,7,69,17
32,7,75,12
33,2,68,15
34,6,56,12
35,3,55,13
36,4,50,13
37,2,46,6
38,5,41,5
39,1,30,6
40,5,40,7
41,4,26,5
42,2,32,2
43,3,31,3
44,3,30,4
45,4,29,6
46,1,27,3
47,1,23,9
48,6,16,2
49,2,24,2
50,1,18,3
51,1,19,1
52,5,9,0
53,2,12,2
54,0,19,1
55,0,11,2
56,1,10,1
57,2,8,1
58,4,11,0
59,1,9,1
60,1,7,1
