"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,21,1614,151
2,91,3409,399
3,178,4177,582
4,159,4425,626
5,153,3940,702
6,118,3350,620
7,131,2694,535
8,75,2332,437
9,51,1839,383
10,50,1492,344
11,46,1232,256
12,32,1046,218
13,36,811,201
14,34,696,143
15,23,629,125
16,15,488,94
17,17,391,106
18,17,367,72
19,20,322,74
20,9,256,56
21,8,196,48
22,12,203,48
23,11,203,35
24,8,172,35
25,10,122,31
26,5,95,27
27,2,110,18
28,5,116,25
29,4,80,18
30,7,87,15
31,4,62,16
32,7,70,10
33,6,57,14
34,5,53,9
35,9,50,13
36,6,44,13
37,5,43,4
38,8,38,6
39,3,30,5
40,6,35,5
41,10,26,5
42,7,28,2
43,3,30,3
44,2,28,4
45,3,27,6
46,2,23,3
47,1,22,6
48,9,16,2
49,4,25,3
50,3,14,3
51,4,17,0
52,4,8,0
53,6,13,2
54,4,16,1
55,5,10,1
56,4,8,1
57,4,9,0
58,3,11,0
59,3,9,1
60,0,7,1
