"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,34,1634,153
2,281,3438,399
3,147,4235,585
4,109,4492,631
5,163,3974,704
6,122,3385,628
7,113,2718,544
8,86,2361,440
9,92,1853,385
10,49,1514,347
11,38,1248,259
12,33,1056,219
13,37,823,202
14,23,699,146
15,21,628,125
16,27,492,95
17,21,395,109
18,12,370,75
19,10,325,74
20,19,259,58
21,14,199,48
22,4,207,48
23,5,206,35
24,9,168,36
25,7,121,31
26,8,100,27
27,6,112,18
28,4,120,25
29,3,80,18
30,5,85,15
31,5,61,16
32,6,68,10
33,6,59,14
34,7,54,9
35,6,50,13
36,4,45,13
37,7,43,4
38,7,37,5
39,6,29,5
40,8,36,7
41,3,24,5
42,5,30,2
43,7,32,3
44,6,30,4
45,2,27,6
46,2,22,3
47,2,20,7
48,2,16,2
49,2,23,2
50,5,15,3
51,3,19,0
52,2,9,0
53,3,13,2
54,0,17,1
55,2,11,1
56,2,8,1
57,3,10,0
58,3,11,0
59,0,9,1
60,2,8,1
