"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,22,1363,132
2,149,2840,355
3,135,3408,491
4,134,3592,525
5,138,3191,573
6,84,2766,514
7,51,2174,439
8,73,1900,357
9,61,1485,318
10,49,1230,284
11,42,976,199
12,40,854,175
13,32,673,165
14,25,551,110
15,32,512,97
16,26,390,80
17,21,317,88
18,28,310,49
19,28,260,61
20,11,205,47
21,8,158,40
22,15,162,40
23,15,161,29
24,16,140,31
25,11,95,24
26,16,74,19
27,10,92,13
28,13,92,21
29,15,64,14
30,17,73,14
31,12,50,10
32,18,50,6
33,12,51,11
34,8,46,7
35,5,42,10
36,8,34,8
37,6,34,4
38,8,29,3
39,5,22,4
40,8,32,3
41,3,12,3
42,3,24,2
43,3,21,3
44,5,20,3
45,3,25,5
46,4,18,1
47,5,19,5
48,4,8,0
49,2,20,2
50,4,11,3
51,11,11,0
52,7,6,0
53,9,5,2
54,7,15,1
55,6,8,1
56,1,3,1
57,7,6,0
58,4,9,0
59,1,4,1
60,2,6,1
