"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,28,976,94
2,111,2053,242
3,67,2270,317
4,110,2417,349
5,119,2101,376
6,101,1817,326
7,70,1460,295
8,80,1227,206
9,61,948,198
10,36,820,167
11,42,615,125
12,50,527,88
13,40,439,94
14,38,357,54
15,36,309,55
16,30,239,46
17,9,189,49
18,20,175,28
19,25,166,26
20,23,113,26
21,21,81,25
22,23,85,22
23,19,88,15
24,9,70,20
25,14,55,14
26,11,49,12
27,14,51,4
28,10,47,12
29,25,33,4
30,11,31,5
31,11,21,5
32,12,29,1
33,11,28,5
34,9,23,3
35,13,24,6
36,11,18,4
37,9,16,4
38,3,13,2
39,12,9,2
40,9,13,0
41,14,7,1
42,17,15,0
43,8,10,1
44,9,9,2
45,5,12,6
46,7,11,1
47,4,8,2
48,3,3,0
49,9,12,1
50,3,8,2
51,0,6,0
52,4,4,0
53,2,5,0
54,2,7,0
55,3,7,0
56,4,1,1
57,0,4,0
58,3,2,0
59,0,0,1
60,2,1,1
