"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,22,905,90
2,104,1879,228
3,171,2064,298
4,147,2190,329
5,145,1882,347
6,131,1624,306
7,119,1309,271
8,55,1086,186
9,60,849,176
10,65,735,150
11,54,546,111
12,50,466,80
13,41,385,78
14,58,309,51
15,26,274,48
16,25,209,41
17,29,158,42
18,21,152,25
19,23,142,21
20,28,94,22
21,29,70,18
22,14,83,19
23,9,74,13
24,23,55,20
25,11,47,12
26,18,38,10
27,22,39,4
28,12,38,10
29,7,27,4
30,4,25,4
31,13,17,4
32,9,21,1
33,6,21,4
34,10,20,2
35,6,17,5
36,0,14,4
37,6,11,4
38,2,11,2
39,4,9,2
40,3,14,0
41,5,6,1
42,0,13,0
43,4,10,1
44,0,6,2
45,2,11,4
46,4,10,1
47,0,7,2
48,3,3,0
49,1,10,1
50,1,8,2
51,3,5,0
52,1,3,0
53,2,4,0
54,2,7,0
55,2,2,0
56,3,2,1
57,0,2,0
58,1,1,0
59,1,1,1
60,0,0,1
