"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,0,2037,172
2,7,4514,459
3,12,5689,651
4,3,5864,725
5,7,5198,806
6,11,4403,721
7,7,3526,636
8,3,3075,530
9,7,2421,453
10,5,1998,398
11,9,1627,309
12,7,1369,256
13,3,1034,245
14,10,892,180
15,2,801,153
16,4,636,120
17,3,519,128
18,2,462,94
19,0,408,92
20,2,326,74
21,3,258,58
22,3,272,61
23,3,256,40
24,5,209,41
25,6,147,36
26,3,131,32
27,4,148,24
28,1,149,32
29,0,114,21
30,0,113,16
31,3,78,17
32,2,83,14
33,1,72,17
34,3,69,16
35,5,68,13
36,1,58,13
37,3,56,6
38,1,43,6
39,5,38,7
40,1,53,8
41,4,33,6
42,2,35,2
43,2,33,3
44,4,38,4
45,0,34,6
46,4,28,4
47,0,25,9
48,3,19,2
49,1,26,2
50,1,20,3
51,3,20,1
52,4,12,0
53,3,16,3
54,1,20,2
55,4,15,2
56,2,12,1
57,2,10,1
58,1,12,0
59,3,10,1
60,3,6,1
