"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,1874,163
2,52,4118,434
3,135,5112,632
4,173,5320,699
5,172,4701,783
6,102,4019,690
7,77,3221,608
8,92,2772,506
9,82,2192,435
10,92,1774,381
11,33,1470,291
12,63,1219,239
13,28,944,230
14,32,811,163
15,33,717,145
16,26,575,111
17,14,453,123
18,28,428,85
19,33,369,82
20,17,292,71
21,23,220,50
22,15,240,54
23,13,234,36
24,15,183,39
25,14,135,34
26,12,113,28
27,5,125,23
28,14,132,30
29,9,99,20
30,8,99,15
31,4,66,17
32,7,80,12
33,3,69,15
34,10,58,13
35,7,56,13
36,6,53,13
37,7,48,6
38,4,40,5
39,1,28,6
40,7,40,7
41,3,29,6
42,4,31,2
43,2,31,3
44,2,34,4
45,0,29,6
46,5,26,3
47,4,23,9
48,1,17,2
49,2,23,2
50,3,16,3
51,3,22,1
52,0,10,0
53,1,11,2
54,5,19,1
55,1,12,2
56,1,11,1
57,1,8,1
58,5,10,0
59,2,10,1
60,0,6,1
