"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,2026,171
2,3,4497,459
3,18,5673,650
4,25,5850,724
5,16,5183,805
6,12,4393,721
7,18,3507,634
8,12,3065,532
9,14,2413,453
10,6,1992,398
11,4,1620,308
12,4,1363,256
13,7,1031,244
14,5,889,180
15,8,802,151
16,2,633,120
17,9,520,128
18,8,460,94
19,8,405,92
20,7,328,74
21,3,254,58
22,1,272,61
23,2,256,40
24,7,209,40
25,4,146,36
26,1,128,31
27,3,144,24
28,5,152,32
29,3,112,21
30,3,112,16
31,3,79,17
32,8,84,14
33,1,71,17
34,7,68,16
35,2,66,13
36,2,60,13
37,4,57,6
38,0,43,6
39,4,35,8
40,0,54,8
41,3,33,6
42,1,35,2
43,2,32,3
44,3,34,4
45,4,34,6
46,3,31,3
47,1,24,9
48,5,20,2
49,2,27,2
50,3,21,3
51,1,21,1
52,3,12,0
53,3,13,3
54,6,20,2
55,2,13,2
56,3,11,1
57,1,9,1
58,5,14,0
59,2,9,1
60,4,9,1
