"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,54,1725,156
2,192,3732,419
3,150,4613,607
4,144,4850,667
5,84,4270,753
6,94,3670,662
7,100,2925,573
8,78,2542,473
9,69,2015,410
10,54,1620,358
11,34,1330,267
12,34,1136,228
13,20,877,220
14,31,741,153
15,19,666,135
16,27,522,104
17,21,425,116
18,25,392,80
19,24,346,80
20,13,281,65
21,10,209,51
22,12,221,51
23,12,220,36
24,11,174,37
25,15,128,31
26,4,105,27
27,6,114,21
28,5,120,26
29,6,88,18
30,10,90,15
31,3,65,17
32,10,67,12
33,2,62,15
34,3,56,11
35,3,52,13
36,9,48,13
37,3,44,4
38,1,38,5
39,1,28,6
40,3,38,6
41,3,26,5
42,6,33,2
43,4,31,3
44,3,31,4
45,0,26,6
46,4,23,3
47,4,21,8
48,3,16,2
49,2,24,2
50,1,16,3
51,3,19,0
52,1,8,0
53,4,13,2
54,3,18,1
55,2,11,2
56,4,10,2
57,2,9,0
58,3,11,0
59,3,11,1
60,0,6,1
