"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,1989,167
2,72,4387,454
3,59,5549,648
4,62,5698,717
5,54,5052,803
6,36,4291,713
7,21,3432,626
8,42,2980,527
9,41,2351,447
10,33,1932,395
11,33,1577,303
12,25,1329,254
13,18,993,238
14,15,866,173
15,15,778,150
16,13,606,118
17,10,498,127
18,10,450,90
19,18,403,90
20,10,316,72
21,13,238,52
22,11,260,56
23,11,250,38
24,8,201,40
25,12,145,35
26,7,123,28
27,6,138,23
28,4,150,30
29,7,107,20
30,6,105,16
31,12,73,17
32,4,81,13
33,5,69,17
34,3,59,14
35,8,60,13
36,5,56,13
37,11,55,6
38,4,42,6
39,3,32,6
40,4,45,8
41,2,34,6
42,3,32,2
43,5,31,3
44,8,34,4
45,2,31,6
46,5,27,3
47,4,24,9
48,2,19,2
49,5,26,2
50,4,21,3
51,2,20,1
52,2,11,0
53,4,16,3
54,0,19,2
55,7,12,2
56,3,12,1
57,2,9,1
58,3,10,0
59,4,9,1
60,0,6,1
