"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,16,1609,150
2,189,3397,399
3,173,4166,579
4,169,4407,623
5,131,3933,700
6,143,3343,620
7,82,2689,535
8,53,2329,437
9,57,1831,382
10,49,1488,344
11,43,1222,255
12,37,1048,217
13,38,811,201
14,23,694,143
15,16,626,125
16,20,490,94
17,17,389,105
18,19,367,72
19,11,320,73
20,8,255,56
21,12,196,48
22,11,202,48
23,8,208,35
24,11,170,35
25,5,120,31
26,2,93,27
27,6,110,18
28,4,116,25
29,7,82,18
30,4,86,15
31,7,65,16
32,8,67,10
33,6,57,14
34,8,53,9
35,7,49,12
36,6,45,13
37,8,44,5
38,3,38,5
39,6,29,5
40,10,38,5
41,7,24,5
42,3,26,2
43,2,29,3
44,3,28,4
45,2,28,6
46,1,23,3
47,9,22,6
48,4,19,3
49,3,21,2
50,4,17,3
51,4,14,0
52,6,11,0
53,4,10,2
54,5,18,1
55,4,10,1
56,4,7,1
57,3,10,0
58,3,10,0
59,0,9,1
60,3,8,1
