"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,26,1400,136
2,147,2908,361
3,164,3472,502
4,152,3700,536
5,72,3278,588
6,68,2836,529
7,79,2223,452
8,76,1963,363
9,57,1539,329
10,39,1259,293
11,52,1022,206
12,39,875,182
13,20,690,169
14,30,573,116
15,22,533,102
16,13,408,82
17,17,336,90
18,15,320,57
19,12,265,63
20,6,213,47
21,20,170,44
22,15,170,40
23,6,168,30
24,11,143,31
25,17,98,27
26,7,77,22
27,6,96,13
28,8,98,21
29,12,68,15
30,7,75,14
31,11,52,13
32,13,54,6
33,4,52,12
34,10,48,7
35,8,43,11
36,10,35,9
37,8,32,4
38,6,27,3
39,4,23,5
40,6,32,4
41,5,12,3
42,6,24,2
43,3,23,3
44,5,22,3
45,2,26,5
46,2,19,1
47,3,17,5
48,3,10,1
49,3,20,2
50,4,10,3
51,3,15,0
52,4,5,0
53,6,6,2
54,2,16,1
55,2,8,1
56,3,4,1
57,12,6,0
58,8,9,0
59,9,5,1
60,6,5,1
