"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,41,1,106
2,176,1080,263
3,222,2279,350
4,107,2477,372
5,84,2656,410
6,123,2318,359
7,83,2038,320
8,76,1586,231
9,70,1354,216
10,67,1067,183
11,35,876,141
12,35,682,102
13,48,593,107
14,31,500,61
15,37,389,64
16,25,345,57
17,26,268,57
18,18,213,32
19,16,202,37
20,23,190,28
21,20,143,28
22,19,98,27
23,12,106,19
24,20,106,22
25,17,85,16
26,10,60,12
27,13,54,7
28,21,61,14
29,12,61,6
30,15,40,7
31,20,42,6
32,15,29,2
33,5,31,7
34,10,32,3
35,16,30,8
36,8,29,4
37,13,22,4
38,18,16,3
39,10,19,3
40,8,11,0
41,13,18,2
42,10,7,0
43,8,21,1
44,7,13,2
45,12,14,5
46,9,17,2
47,6,11,3
48,10,10,0
49,7,4,1
50,6,15,2
51,15,9,0
52,9,10,0
53,5,5,1
54,3,4,1
55,7,12,0
56,8,3,1
57,9,2,0
58,9,4,0
59,4,4,1
60,4,1,1
NA,NA,2,NA
