"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,29,1409,138
2,89,2940,366
3,143,3504,505
4,116,3742,543
5,122,3306,595
6,118,2860,532
7,91,2253,454
8,47,1987,369
9,50,1545,334
10,37,1269,296
11,55,1027,208
12,37,889,183
13,27,695,172
14,37,579,116
15,23,532,104
16,13,414,82
17,25,339,90
18,17,325,59
19,9,266,64
20,15,216,48
21,9,167,45
22,9,175,42
23,7,173,30
24,17,146,31
25,15,95,27
26,3,82,22
27,9,97,13
28,12,102,21
29,5,68,16
30,5,74,14
31,8,53,12
32,12,53,6
33,6,56,11
34,10,50,8
35,11,44,11
36,3,36,10
37,9,34,4
38,5,29,3
39,8,22,5
40,8,33,4
41,5,12,3
42,5,25,2
43,5,21,3
44,6,21,3
45,6,26,5
46,2,21,1
47,6,19,5
48,2,9,1
49,2,21,2
50,2,11,3
51,3,16,0
52,3,6,0
53,4,4,2
54,2,16,1
55,4,7,1
56,6,6,1
57,2,6,0
58,2,9,0
59,2,5,1
60,11,5,1
