"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,24,1257,120
2,99,2664,314
3,153,3029,424
4,146,3183,446
5,142,2763,484
6,144,2434,433
7,141,1897,390
8,70,1646,300
9,83,1280,264
10,55,1056,235
11,62,842,175
12,67,728,135
13,47,588,134
14,52,476,89
15,34,436,83
16,34,335,68
17,25,255,76
18,31,253,43
19,25,218,51
20,26,165,39
21,23,125,31
22,12,132,36
23,8,134,26
24,13,110,23
25,28,72,23
26,21,66,13
27,22,79,11
28,17,76,17
29,9,51,10
30,4,54,9
31,15,38,7
32,8,41,5
33,7,41,9
34,12,33,5
35,9,29,8
36,6,24,5
37,5,27,4
38,7,25,3
39,7,20,3
40,6,30,2
41,8,9,3
42,5,21,1
43,6,18,2
44,3,15,3
45,3,22,5
46,6,11,2
47,8,16,4
48,5,8,0
49,5,18,3
50,3,9,3
51,3,12,0
52,2,6,0
53,7,6,2
54,4,15,0
55,1,7,1
56,3,3,1
57,3,4,0
58,1,7,0
59,3,6,1
60,6,6,1
