"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,49,1196,116
2,232,2530,284
3,191,2833,394
4,297,2961,421
5,155,2593,454
6,126,2261,394
7,106,1780,368
8,109,1522,274
9,97,1164,243
10,84,982,209
11,64,768,159
12,47,665,120
13,28,545,124
14,40,447,78
15,43,398,77
16,30,297,63
17,42,235,69
18,34,233,39
19,23,208,43
20,9,157,34
21,26,113,30
22,14,118,35
23,17,118,23
24,14,97,22
25,16,65,22
26,13,61,13
27,9,69,9
28,9,72,15
29,12,47,10
30,9,51,8
31,12,35,7
32,9,40,5
33,7,37,9
34,4,31,3
35,5,29,8
36,9,23,5
37,7,24,4
38,6,21,3
39,9,15,4
40,7,28,1
41,4,9,2
42,5,23,1
43,11,17,1
44,6,16,2
45,3,23,6
46,9,13,2
47,9,13,3
48,4,7,0
49,2,20,2
50,7,11,2
51,6,9,0
52,9,3,0
53,6,6,2
54,6,10,0
55,4,5,0
56,8,2,1
57,7,4,0
58,4,4,0
59,2,4,1
60,5,3,1
