"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,30,1578,149
2,159,3307,393
3,167,4011,565
4,134,4264,615
5,116,3799,683
6,116,3247,602
7,66,2618,524
8,59,2265,423
9,54,1782,377
10,41,1449,335
11,46,1188,246
12,30,1013,214
13,28,782,194
14,26,675,138
15,19,612,124
16,22,482,93
17,16,381,103
18,14,363,70
19,10,312,73
20,9,250,56
21,6,188,48
22,8,199,46
23,9,205,34
24,9,169,35
25,7,119,31
26,8,95,27
27,10,110,18
28,8,112,23
29,6,79,17
30,6,83,16
31,5,62,16
32,7,65,9
33,11,60,13
34,6,53,9
35,4,50,12
36,2,45,13
37,3,42,4
38,2,36,5
39,0,28,5
40,9,35,5
41,4,25,6
42,4,25,2
43,3,32,3
44,7,26,4
45,6,30,6
46,6,21,3
47,5,23,6
48,4,14,2
49,5,21,2
50,3,15,3
51,3,16,0
52,0,9,0
53,3,11,2
54,4,18,1
55,1,8,1
56,0,8,1
57,2,9,0
58,2,10,0
59,2,7,1
60,0,6,2
