"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,17,1349,131
2,155,2815,352
3,184,3373,485
4,107,3565,520
5,78,3165,566
6,111,2733,504
7,95,2135,436
8,67,1887,353
9,58,1469,313
10,62,1218,278
11,42,972,198
12,32,849,172
13,37,670,163
14,35,545,110
15,23,503,95
16,29,389,80
17,30,321,87
18,15,304,50
19,13,254,61
20,17,203,44
21,17,156,40
22,15,165,40
23,11,161,29
24,19,136,30
25,11,89,24
26,14,72,18
27,17,91,12
28,20,92,21
29,13,62,14
30,20,73,14
31,16,51,9
32,9,44,6
33,7,51,11
34,9,45,7
35,6,45,10
36,11,37,8
37,7,30,4
38,13,27,3
39,3,21,4
40,4,32,3
41,4,12,3
42,7,22,2
43,4,20,3
44,6,21,3
45,5,24,5
46,6,18,1
47,2,17,5
48,2,8,0
49,11,19,2
50,7,10,3
51,10,12,0
52,7,5,0
53,6,5,2
54,4,13,1
55,8,8,0
56,4,4,1
57,2,5,0
58,2,9,0
59,4,4,1
60,2,5,1
