"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,26,1638,153
2,201,3464,401
3,248,4254,587
4,120,4516,633
5,84,3999,706
6,129,3402,631
7,100,2729,545
8,94,2375,442
9,81,1865,388
10,76,1516,348
11,41,1253,259
12,32,1066,220
13,31,824,202
14,29,708,146
15,19,629,125
16,19,491,97
17,24,399,110
18,16,372,75
19,10,326,74
20,7,260,58
21,14,199,48
22,12,208,48
23,3,208,35
24,3,166,36
25,7,121,31
26,7,96,27
27,9,114,19
28,5,121,25
29,4,81,18
30,3,86,15
31,5,61,16
32,5,66,10
33,6,60,14
34,5,52,9
35,7,53,13
36,5,45,13
37,4,43,4
38,7,37,5
39,7,29,5
40,5,35,6
41,9,24,6
42,3,30,2
43,5,31,3
44,7,31,4
45,6,28,6
46,2,23,3
47,2,20,7
48,2,15,2
49,2,22,2
50,2,16,3
51,5,16,0
52,3,12,0
53,2,12,2
54,3,19,1
55,0,9,1
56,2,10,1
57,2,7,0
58,3,11,0
59,3,10,1
60,0,7,1
