"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,40,1323,125
2,150,2793,332
3,174,3230,453
4,173,3398,482
5,82,2964,532
6,95,2606,473
7,94,2017,417
8,92,1775,325
9,67,1399,290
10,59,1144,262
11,54,910,188
12,34,790,159
13,32,638,150
14,40,504,101
15,31,479,93
16,37,358,74
17,32,292,84
18,33,280,44
19,20,232,56
20,25,196,43
21,19,146,33
22,21,151,39
23,25,154,27
24,21,120,28
25,14,78,24
26,10,66,15
27,9,89,12
28,12,83,20
29,18,53,11
30,12,65,13
31,15,43,8
32,11,40,6
33,5,50,10
34,3,38,5
35,5,39,9
36,14,29,8
37,11,31,4
38,12,26,3
39,10,18,4
40,5,29,2
41,5,8,3
42,12,23,1
43,7,20,2
44,3,17,3
45,4,24,5
46,4,15,2
47,3,14,4
48,1,11,0
49,2,21,2
50,4,11,3
51,2,12,0
52,3,5,0
53,4,5,2
54,4,14,0
55,2,7,0
56,2,4,1
57,1,5,0
58,2,8,0
59,1,2,1
60,5,5,2
