"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,21,1511,146
2,187,3172,384
3,127,3833,550
4,80,4062,597
5,114,3639,661
6,94,3104,581
7,69,2491,509
8,59,2184,411
9,75,1711,364
10,40,1391,323
11,33,1131,238
12,37,985,205
13,24,758,190
14,17,635,135
15,14,585,118
16,34,452,91
17,16,371,102
18,15,345,69
19,19,295,70
20,16,238,55
21,17,182,48
22,16,192,46
23,16,197,32
24,9,161,35
25,5,112,29
26,9,90,24
27,8,108,17
28,4,108,23
29,12,81,17
30,7,83,16
31,4,56,15
32,7,64,7
33,6,54,11
34,7,52,9
35,6,45,12
36,6,47,12
37,6,42,4
38,7,34,5
39,5,27,5
40,5,35,5
41,1,20,4
42,4,27,2
43,6,29,3
44,2,25,3
45,0,27,6
46,2,25,3
47,3,20,6
48,4,12,2
49,0,22,3
50,1,13,3
51,5,17,0
52,4,8,1
53,3,9,2
54,0,18,1
55,3,9,1
56,1,7,1
57,1,8,1
58,5,12,0
59,0,5,1
60,3,8,1
