"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,22,1454,143
2,124,3038,379
3,191,3656,528
4,96,3896,573
5,72,3482,626
6,86,2980,563
7,93,2365,485
8,66,2073,388
9,59,1627,349
10,60,1331,305
11,47,1081,222
12,36,930,193
13,42,730,179
14,29,607,125
15,20,558,112
16,24,432,86
17,25,355,98
18,10,329,66
19,16,286,66
20,12,224,52
21,16,173,48
22,9,182,44
23,10,185,31
24,11,154,34
25,11,104,27
26,7,85,24
27,12,100,16
28,7,105,21
29,5,70,16
30,10,76,15
31,5,57,13
32,2,58,6
33,3,59,11
34,7,53,9
35,8,42,11
36,1,42,11
37,5,38,4
38,6,31,4
39,3,25,6
40,5,33,5
41,6,17,3
42,7,26,2
43,3,28,4
44,4,25,4
45,7,29,6
46,0,19,2
47,5,20,5
48,3,11,2
49,2,20,2
50,6,12,3
51,3,14,0
52,2,8,0
53,4,6,2
54,3,16,1
55,3,8,1
56,1,7,2
57,4,7,0
58,2,9,0
59,2,4,1
60,2,7,1
