"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,29,1031,100
2,139,2159,249
3,159,2362,330
4,79,2528,362
5,70,2215,394
6,98,1935,345
7,85,1534,305
8,64,1293,217
9,46,1030,207
10,46,860,176
11,33,652,133
12,29,567,96
13,41,475,104
14,37,372,57
15,27,327,59
16,17,248,52
17,25,200,55
18,27,196,30
19,21,181,31
20,18,134,27
21,21,92,28
22,18,95,27
23,19,99,18
24,21,80,21
25,22,58,15
26,4,51,12
27,12,57,5
28,16,58,14
29,11,35,5
30,13,38,6
31,14,26,6
32,12,29,1
33,8,29,5
34,16,29,3
35,10,25,7
36,11,23,4
37,8,19,4
38,18,13,2
39,8,11,2
40,8,15,0
41,12,8,2
42,8,16,0
43,7,11,1
44,15,13,2
45,8,18,5
46,6,12,2
47,4,9,3
48,7,3,0
49,8,12,1
50,9,9,2
51,10,8,0
52,4,2,0
53,4,4,0
54,5,11,1
55,5,3,0
56,1,2,1
57,4,3,0
58,5,3,0
59,3,1,1
60,0,2,1
