"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,13,900,89
2,177,1872,227
3,166,2059,298
4,154,2183,327
5,135,1871,342
6,139,1617,305
7,59,1307,269
8,65,1079,184
9,70,843,176
10,67,731,146
11,50,542,110
12,44,459,79
13,65,385,75
14,28,309,51
15,26,274,47
16,31,209,41
17,23,155,42
18,27,155,25
19,29,138,21
20,31,94,22
21,15,69,18
22,9,80,19
23,24,74,13
24,11,54,20
25,18,46,12
26,22,39,10
27,12,37,4
28,7,41,10
29,4,26,4
30,13,26,4
31,8,16,4
32,6,21,1
33,10,21,4
34,6,21,2
35,0,16,5
36,6,14,4
37,2,11,4
38,4,12,2
39,3,10,2
40,5,12,0
41,1,6,1
42,4,13,0
43,0,9,1
44,2,7,2
45,4,11,4
46,0,9,1
47,3,7,2
48,1,3,1
49,1,10,0
50,3,9,2
51,1,5,0
52,2,3,0
53,2,3,0
54,2,8,0
55,3,2,0
56,0,1,1
57,1,2,0
58,1,2,0
59,0,0,1
60,0,0,1
