"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,20,974,94
2,64,2050,241
3,125,2260,317
4,133,2405,348
5,114,2096,373
6,75,1813,326
7,87,1448,292
8,67,1226,204
9,47,950,197
10,43,815,167
11,54,613,124
12,42,528,88
13,40,437,92
14,37,354,54
15,34,309,55
16,10,241,46
17,23,184,48
18,24,180,28
19,21,160,25
20,24,111,25
21,24,81,25
22,19,87,22
23,7,88,15
24,15,68,20
25,11,53,14
26,15,48,12
27,10,51,4
28,26,49,12
29,11,32,4
30,11,30,5
31,11,21,5
32,11,30,1
33,9,29,5
34,13,22,3
35,11,24,6
36,9,19,4
37,3,15,4
38,12,12,2
39,9,8,2
40,14,14,0
41,16,6,1
42,9,14,0
43,8,12,1
44,5,8,3
45,9,12,4
46,4,11,1
47,3,7,2
48,9,4,0
49,3,12,1
50,0,8,2
51,4,7,0
52,2,4,0
53,2,3,0
54,3,11,0
55,4,3,0
56,0,2,1
57,3,4,0
58,0,1,0
59,2,1,1
60,3,0,1
