"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,30,1653,153
2,188,3500,405
3,206,4314,592
4,162,4565,638
5,175,4023,710
6,97,3443,636
7,63,2767,551
8,88,2405,447
9,65,1893,391
10,50,1535,351
11,52,1261,260
12,45,1076,221
13,23,836,205
14,17,709,147
15,21,637,127
16,22,495,98
17,17,401,111
18,10,377,76
19,20,331,76
20,8,263,58
21,8,200,48
22,8,209,49
23,12,210,35
24,12,168,37
25,3,122,31
26,2,96,27
27,6,110,19
28,6,119,25
29,9,84,18
30,4,87,15
31,4,63,16
32,2,69,11
33,4,60,15
34,5,52,10
35,4,51,13
36,4,46,13
37,6,43,4
38,6,39,5
39,3,29,5
40,7,36,6
41,6,24,5
42,4,29,2
43,6,31,4
44,3,30,4
45,5,28,6
46,6,26,3
47,5,21,7
48,2,17,2
49,1,21,2
50,2,14,3
51,2,16,0
52,2,10,0
53,5,12,2
54,3,21,1
55,2,10,1
56,3,10,1
57,0,7,0
58,2,11,0
59,2,8,1
60,3,8,1
