"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,2025,170
2,24,4486,460
3,21,5666,652
4,27,5840,722
5,19,5169,805
6,21,4384,719
7,25,3496,634
8,19,3060,529
9,17,2408,452
10,10,1984,398
11,15,1614,308
12,14,1363,254
13,16,1028,244
14,9,887,180
15,5,795,151
16,3,629,119
17,4,519,129
18,9,460,95
19,5,403,91
20,6,327,74
21,7,257,57
22,5,271,61
23,4,257,41
24,4,207,40
25,5,147,36
26,7,127,30
27,5,142,24
28,10,150,31
29,3,111,21
30,5,110,16
31,5,77,17
32,1,82,14
33,3,71,18
34,0,65,16
35,4,65,13
36,2,58,13
37,2,56,6
38,5,41,6
39,4,34,7
40,6,52,8
41,2,32,6
42,4,36,2
43,2,33,3
44,3,35,4
45,1,34,6
46,3,29,3
47,3,24,9
48,6,19,2
49,2,26,2
50,3,20,3
51,1,19,1
52,6,14,0
53,2,13,3
54,8,22,2
55,2,14,2
56,2,13,1
57,2,8,1
58,2,14,0
59,0,11,1
60,5,6,1
