"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,30,926,92
2,160,1909,231
3,198,2102,300
4,100,2235,333
5,89,1956,350
6,122,1671,310
7,103,1341,276
8,89,1116,189
9,84,873,181
10,77,759,154
11,34,561,113
12,33,478,82
13,41,398,85
14,37,323,51
15,38,292,50
16,28,213,42
17,41,163,44
18,17,159,26
19,21,142,24
20,21,99,24
21,16,72,22
22,17,83,20
23,24,79,13
24,22,56,20
25,9,49,12
26,9,40,10
27,24,42,4
28,12,40,11
29,14,28,4
30,22,24,4
31,12,15,4
32,7,23,1
33,8,23,5
34,12,21,2
35,8,16,6
36,6,14,4
37,10,12,4
38,5,13,2
39,0,8,2
40,5,12,0
41,2,6,1
42,3,14,0
43,3,14,1
44,4,6,2
45,0,11,4
46,5,10,1
47,0,8,2
48,2,4,0
49,4,11,0
50,0,7,2
51,3,5,0
52,2,2,1
53,1,3,0
54,2,7,0
55,1,2,0
56,2,2,1
57,2,3,0
58,2,2,0
59,2,1,1
60,0,0,1
