"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,26,1921,165
2,97,4242,442
3,96,5283,640
4,118,5473,707
5,133,4854,794
6,79,4112,700
7,61,3312,614
8,85,2873,513
9,65,2251,439
10,45,1832,385
11,46,1506,298
12,46,1271,245
13,31,970,233
14,18,832,168
15,23,745,149
16,22,588,112
17,40,468,125
18,13,435,87
19,18,385,85
20,14,293,72
21,15,228,50
22,19,248,54
23,13,239,37
24,8,193,39
25,9,138,35
26,11,116,28
27,5,130,23
28,11,138,30
29,8,101,20
30,9,102,15
31,7,69,17
32,7,80,12
33,6,69,16
34,4,58,13
35,6,58,13
36,7,53,13
37,5,53,6
38,4,39,5
39,4,31,6
40,1,42,8
41,8,29,6
42,6,32,2
43,4,32,3
44,6,33,4
45,5,31,6
46,1,26,3
47,3,23,9
48,1,16,2
49,3,24,2
50,2,19,3
51,2,22,1
52,0,10,0
53,4,12,2
54,1,19,1
55,1,12,2
56,1,11,1
57,1,8,1
58,2,10,0
59,0,10,1
60,0,6,1
