"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,25,1828,162
2,109,4036,433
3,158,5021,626
4,167,5224,693
5,187,4593,778
6,87,3916,688
7,131,3147,600
8,65,2708,501
9,63,2157,427
10,58,1737,375
11,48,1443,282
12,43,1214,234
13,41,924,226
14,45,785,162
15,27,711,142
16,33,560,110
17,29,448,123
18,17,416,82
19,23,365,80
20,19,288,70
21,12,218,50
22,7,236,54
23,15,230,36
24,12,184,39
25,10,133,32
26,7,109,27
27,10,121,23
28,6,129,28
29,11,94,20
30,7,96,15
31,8,68,17
32,7,75,12
33,7,70,15
34,2,56,12
35,7,54,13
36,3,51,13
37,4,45,6
38,2,40,5
39,4,31,6
40,2,40,7
41,5,26,5
42,5,31,2
43,2,32,3
44,3,31,4
45,3,27,6
46,3,27,3
47,1,25,9
48,1,16,2
49,6,22,2
50,2,18,3
51,1,20,1
52,1,9,0
53,5,12,2
54,2,20,1
55,0,11,2
56,0,10,1
57,1,8,1
58,2,9,0
59,4,11,1
60,1,6,1
