"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,30,1322,125
2,165,2785,329
3,197,3213,451
4,99,3386,481
5,114,2950,526
6,122,2600,470
7,100,2006,415
8,71,1762,325
9,64,1391,287
10,61,1141,262
11,33,904,188
12,38,785,158
13,49,633,148
14,34,508,100
15,36,474,93
16,34,356,74
17,35,285,84
18,22,277,44
19,28,235,55
20,22,195,43
21,19,145,32
22,26,153,39
23,23,145,26
24,17,118,27
25,11,78,24
26,10,67,14
27,15,90,11
28,19,80,19
29,14,55,11
30,17,61,13
31,12,42,8
32,5,43,5
33,4,48,10
34,7,37,5
35,16,37,9
36,12,29,8
37,13,31,4
38,10,22,3
39,6,17,4
40,5,29,2
41,13,8,3
42,7,24,1
43,3,18,2
44,5,20,3
45,4,20,5
46,4,14,2
47,2,19,4
48,2,8,0
49,4,21,2
50,2,10,3
51,2,12,0
52,4,4,0
53,4,7,2
54,2,13,0
55,2,7,0
56,1,3,1
57,3,4,0
58,2,7,0
59,5,3,2
60,0,4,1
