"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,34,1812,160
2,166,3939,430
3,144,4894,621
4,104,5101,680
5,130,4500,770
6,110,3832,677
7,114,3082,591
8,102,2644,492
9,110,2105,423
10,56,1703,372
11,62,1396,279
12,57,1193,232
13,39,903,223
14,41,783,156
15,33,699,141
16,25,552,107
17,11,436,121
18,20,405,80
19,17,361,80
20,15,287,69
21,14,216,50
22,14,225,53
23,12,225,36
24,15,182,39
25,7,130,32
26,9,108,27
27,9,120,22
28,11,127,26
29,6,90,20
30,10,95,15
31,10,67,17
32,7,70,12
33,6,67,15
34,5,57,12
35,7,55,13
36,5,48,13
37,7,44,6
38,2,41,5
39,3,30,6
40,4,39,7
41,3,28,5
42,3,33,2
43,2,30,3
44,8,29,4
45,4,31,6
46,1,25,3
47,3,23,8
48,5,17,2
49,3,24,2
50,0,14,3
51,0,19,0
52,2,8,0
53,2,11,2
54,4,20,1
55,4,11,2
56,2,11,1
57,1,8,1
58,3,9,0
59,4,9,1
60,3,6,1
