"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,24,1482,146
2,114,3121,383
3,123,3778,546
4,147,4002,588
5,79,3566,652
6,60,3065,577
7,93,2444,499
8,65,2145,406
9,50,1677,360
10,35,1362,318
11,60,1106,233
12,32,959,201
13,23,752,187
14,27,626,134
15,33,580,113
16,22,450,91
17,17,367,101
18,17,341,68
19,17,291,68
20,8,235,54
21,14,180,48
22,12,188,46
23,6,198,31
24,13,158,34
25,9,109,29
26,4,86,24
27,10,111,16
28,6,105,23
29,7,78,16
30,6,80,15
31,5,58,15
32,7,58,7
33,8,58,11
34,5,52,9
35,10,46,12
36,4,43,10
37,5,41,4
38,6,29,5
39,4,23,5
40,1,35,5
41,4,24,3
42,4,27,2
43,4,28,4
44,0,25,4
45,2,27,6
46,4,24,2
47,3,19,7
48,3,13,2
49,0,21,2
50,3,13,3
51,2,16,0
52,1,10,1
53,5,12,2
54,0,17,1
55,3,11,1
56,1,5,1
57,2,5,0
58,4,9,0
59,2,5,1
60,2,7,1
