"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,20,1410,137
2,128,2930,364
3,131,3494,503
4,126,3730,541
5,126,3295,592
6,100,2852,530
7,51,2246,453
8,55,1986,366
9,50,1538,330
10,59,1267,296
11,41,1029,207
12,30,882,183
13,37,695,172
14,24,579,116
15,13,533,104
16,23,413,82
17,17,341,90
18,10,322,58
19,16,266,64
20,11,215,48
21,9,168,45
22,7,178,42
23,17,172,30
24,15,143,31
25,2,95,27
26,9,82,22
27,12,97,13
28,6,98,22
29,6,69,15
30,9,74,14
31,12,52,12
32,6,55,6
33,11,56,12
34,11,49,7
35,3,42,11
36,9,37,10
37,6,33,4
38,8,27,3
39,8,24,5
40,4,32,4
41,4,13,3
42,5,23,2
43,6,22,3
44,6,21,3
45,2,27,5
46,5,20,1
47,3,18,5
48,2,9,1
49,2,21,2
50,3,12,3
51,3,15,0
52,4,5,0
53,2,5,2
54,4,15,1
55,6,9,1
56,2,5,1
57,2,6,0
58,2,8,0
59,12,5,1
60,8,6,1
