"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,22,1533,148
2,131,3235,386
3,128,3896,553
4,134,4133,607
5,116,3689,669
6,100,3150,589
7,59,2529,516
8,49,2212,419
9,58,1738,367
10,43,1410,327
11,33,1151,240
12,33,1001,207
13,36,767,192
14,20,646,135
15,15,593,119
16,21,461,91
17,20,373,104
18,14,352,69
19,11,297,72
20,24,247,55
21,13,186,48
22,10,194,46
23,17,199,34
24,9,164,35
25,11,114,29
26,13,95,26
27,11,107,17
28,6,113,23
29,4,80,17
30,9,83,15
31,2,58,15
32,1,61,8
33,13,57,12
34,4,54,10
35,4,45,12
36,5,48,13
37,7,40,4
38,7,38,5
39,5,26,5
40,6,37,5
41,5,23,4
42,5,25,2
43,3,30,3
44,3,26,3
45,1,27,6
46,3,23,3
47,7,21,6
48,2,12,2
49,0,23,2
50,3,16,3
51,4,16,0
52,4,7,0
53,0,8,3
54,2,18,1
55,5,11,1
56,4,6,2
57,3,6,0
58,0,9,0
59,3,5,1
60,1,8,1
