"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,27,1290,122
2,180,2707,320
3,161,3112,433
4,174,3275,461
5,95,2844,506
6,85,2506,439
7,104,1955,403
8,95,1712,311
9,78,1337,273
10,85,1086,246
11,75,865,183
12,42,756,144
13,51,610,140
14,40,495,93
15,41,455,84
16,39,346,73
17,36,272,79
18,35,267,44
19,23,225,52
20,19,178,42
21,21,136,32
22,25,133,39
23,15,140,26
24,19,113,24
25,18,75,24
26,8,64,13
27,7,85,11
28,8,80,17
29,20,53,11
30,13,63,10
31,15,38,8
32,13,42,5
33,7,43,9
34,4,34,5
35,12,32,8
36,7,26,6
37,5,24,4
38,8,22,3
39,4,17,3
40,6,29,2
41,5,12,3
42,4,24,1
43,6,21,2
44,4,15,3
45,6,22,5
46,5,12,2
47,5,16,4
48,3,8,0
49,3,20,2
50,3,8,3
51,5,12,0
52,2,4,0
53,5,5,3
54,3,13,0
55,0,6,0
56,2,4,1
57,6,5,0
58,3,9,0
59,0,3,1
60,1,5,1
