"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,27,1669,154
2,185,3568,409
3,159,4395,598
4,108,4638,649
5,143,4098,722
6,130,3498,644
7,114,2801,559
8,89,2432,455
9,91,1913,399
10,61,1552,352
11,43,1271,262
12,48,1090,224
13,48,842,213
14,34,712,149
15,33,642,128
16,32,503,99
17,14,407,112
18,16,386,78
19,8,330,77
20,12,266,62
21,10,201,49
22,8,214,51
23,16,215,35
24,6,168,37
25,3,124,31
26,3,99,27
27,8,112,19
28,8,120,25
29,1,79,18
30,2,85,15
31,4,61,17
32,6,69,11
33,7,65,15
34,5,54,10
35,4,52,13
36,2,46,13
37,4,42,4
38,5,37,5
39,4,29,5
40,4,38,6
41,5,26,5
42,5,30,2
43,1,30,3
44,5,29,4
45,3,26,6
46,3,24,3
47,4,21,8
48,2,18,2
49,3,24,2
50,5,17,3
51,4,16,0
52,1,9,0
53,2,11,2
54,2,18,1
55,2,10,1
56,2,11,1
57,5,8,0
58,3,13,0
59,2,9,1
60,2,7,1
