"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,20,1416,140
2,133,2960,372
3,151,3559,517
4,153,3791,549
5,95,3358,605
6,59,2915,542
7,94,2300,465
8,64,2015,377
9,52,1570,341
10,54,1285,297
11,41,1050,212
12,24,899,186
13,31,712,176
14,21,594,121
15,32,546,109
16,19,417,85
17,14,343,94
18,28,325,60
19,16,275,64
20,8,218,49
21,17,170,45
22,15,182,42
23,7,174,30
24,11,149,33
25,7,99,27
26,1,85,23
27,7,104,13
28,9,105,21
29,13,69,15
30,2,77,15
31,6,56,13
32,7,56,6
33,5,56,12
34,6,48,9
35,6,43,11
36,11,37,10
37,4,35,4
38,7,31,5
39,8,27,5
40,2,32,5
41,6,14,3
42,5,25,2
43,6,24,4
44,6,21,3
45,3,25,6
46,2,20,1
47,5,18,5
48,5,10,1
49,5,21,2
50,1,13,4
51,5,16,0
52,2,6,0
53,2,5,2
54,2,16,1
55,3,9,1
56,4,5,1
57,4,5,0
58,2,9,0
59,4,4,1
60,6,8,1
