"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,34,1179,117
2,359,2498,280
3,211,2770,382
4,172,2922,414
5,158,2539,448
6,155,2215,387
7,140,1734,361
8,113,1483,264
9,102,1139,238
10,59,967,203
11,51,754,152
12,63,642,115
13,58,534,122
14,50,433,73
15,53,379,74
16,41,291,63
17,26,232,68
18,14,224,38
19,34,203,43
20,18,152,34
21,23,107,30
22,21,117,34
23,20,114,22
24,17,95,22
25,12,65,22
26,13,60,13
27,14,67,9
28,16,67,15
29,16,52,10
30,12,46,7
31,9,33,7
32,5,38,5
33,8,37,9
34,10,29,3
35,9,30,8
36,6,24,5
37,10,23,5
38,8,21,3
39,5,14,3
40,5,29,1
41,10,9,2
42,9,21,1
43,7,16,2
44,15,16,2
45,10,22,5
46,5,12,2
47,7,16,3
48,12,8,0
49,8,16,2
50,10,8,2
51,11,11,0
52,9,3,0
53,4,5,2
54,11,10,0
55,9,5,0
56,4,2,1
57,4,6,0
58,7,3,0
59,3,3,1
60,1,4,1
