"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,2024,170
2,40,4494,461
3,17,5670,652
4,20,5845,723
5,27,5176,806
6,12,4391,719
7,11,3500,634
8,18,3064,529
9,8,2413,453
10,12,1987,398
11,7,1617,308
12,13,1364,254
13,13,1024,244
14,15,892,180
15,7,797,151
16,3,630,119
17,2,519,129
18,3,463,95
19,10,404,91
20,5,328,74
21,3,254,57
22,8,276,61
23,4,257,41
24,3,207,40
25,3,145,36
26,3,127,31
27,7,146,24
28,2,151,31
29,8,111,21
30,3,108,16
31,5,77,17
32,5,83,14
33,1,71,17
34,3,64,17
35,0,67,13
36,4,57,13
37,2,56,6
38,2,42,6
39,3,33,7
40,4,53,8
41,4,36,6
42,2,34,2
43,4,33,3
44,2,35,4
45,3,34,6
46,1,29,3
47,3,25,9
48,3,18,2
49,6,27,2
50,2,20,3
51,3,19,1
52,1,11,0
53,5,16,3
54,2,19,2
55,5,16,2
56,2,12,1
57,2,10,1
58,2,11,0
59,2,12,1
60,0,7,1
