"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,0,2040,172
2,19,4515,459
3,10,5695,652
4,7,5867,725
5,11,5212,808
6,11,4409,721
7,4,3534,637
8,4,3080,530
9,2,2421,453
10,3,2000,399
11,2,1632,309
12,3,1375,257
13,2,1035,246
14,4,894,180
15,4,804,153
16,2,638,120
17,7,520,128
18,1,462,94
19,2,410,92
20,2,324,74
21,1,257,58
22,0,272,61
23,1,258,41
24,3,211,41
25,3,148,36
26,1,131,32
27,4,147,24
28,5,150,32
29,3,114,21
30,4,115,16
31,1,78,17
32,0,83,14
33,0,73,17
34,4,68,16
35,1,69,13
36,1,58,13
37,2,56,6
38,4,44,6
39,1,35,7
40,3,55,8
41,1,33,6
42,5,37,2
43,0,31,3
44,4,36,4
45,2,33,6
46,2,31,3
47,3,26,9
48,0,19,2
49,4,27,3
50,0,21,3
51,3,20,1
52,2,12,0
53,1,13,3
54,3,21,2
55,2,14,2
56,3,14,1
57,1,11,1
58,4,13,0
59,2,10,1
60,2,6,1
