"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,22,981,96
2,113,2081,243
3,112,2295,322
4,118,2450,357
5,71,2151,382
6,56,1870,331
7,62,1493,300
8,70,1256,211
9,53,977,201
10,39,836,170
11,40,628,126
12,42,542,90
13,29,451,97
14,28,362,56
15,35,316,55
16,27,240,48
17,26,190,51
18,30,181,30
19,27,165,26
20,6,130,26
21,15,86,27
22,23,94,24
23,17,89,16
24,18,70,20
25,19,57,14
26,15,48,12
27,5,54,5
28,14,51,13
29,11,34,4
30,15,36,5
31,9,20,6
32,20,31,1
33,9,28,5
34,10,24,3
35,9,25,6
36,10,20,4
37,8,16,4
38,13,15,2
39,10,12,2
40,6,16,0
41,3,7,2
42,8,15,0
43,8,11,1
44,12,9,2
45,10,13,5
46,4,10,1
47,4,8,2
48,4,5,1
49,6,13,1
50,1,8,2
51,3,6,0
52,6,3,0
53,3,4,0
54,0,10,0
55,4,5,0
56,3,3,1
57,2,3,1
58,3,5,0
59,4,0,1
60,0,2,1
