"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,51,1107,108
2,164,2372,267
3,144,2587,356
4,192,2724,386
5,157,2373,428
6,128,2091,369
7,95,1628,333
8,108,1400,239
9,68,1107,221
10,44,908,192
11,71,704,142
12,49,607,106
13,45,506,112
14,43,402,67
15,42,356,64
16,21,269,60
17,24,221,60
18,29,214,34
19,22,194,39
20,28,147,31
21,22,105,29
22,24,108,29
23,14,105,21
24,12,87,21
25,17,64,19
26,17,52,12
27,19,64,8
28,10,64,15
29,15,44,7
30,12,46,7
31,9,32,6
32,9,36,5
33,16,35,9
34,10,28,3
35,10,26,8
36,15,22,4
37,15,22,4
38,4,19,3
39,9,15,3
40,13,25,0
41,9,7,2
42,11,19,0
43,16,16,1
44,9,14,2
45,5,18,5
46,12,12,2
47,10,12,3
48,5,3,0
49,6,17,1
50,9,8,2
51,6,8,0
52,3,3,0
53,10,4,1
54,5,11,0
55,5,4,0
56,12,4,1
57,7,6,0
58,4,4,0
59,3,4,2
60,3,3,1
