"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,39,1643,152
2,205,3486,403
3,190,4289,589
4,222,4532,636
5,104,4017,709
6,76,3430,633
7,112,2753,550
8,79,2393,444
9,70,1874,390
10,65,1528,350
11,56,1253,259
12,31,1071,220
13,24,831,205
14,25,707,147
15,26,637,125
16,15,490,98
17,17,398,110
18,23,377,75
19,14,326,75
20,11,262,58
21,8,198,48
22,14,209,48
23,11,208,35
24,3,168,36
25,3,121,31
26,6,96,27
27,7,109,19
28,10,123,25
29,5,82,18
30,4,87,15
31,3,62,16
32,5,67,10
33,5,59,14
34,5,53,10
35,4,50,13
36,7,47,13
37,6,44,4
38,4,37,5
39,7,29,5
40,8,36,6
41,6,24,5
42,7,29,3
43,4,31,3
44,5,30,4
45,7,29,6
46,6,24,3
47,2,21,7
48,2,15,2
49,2,21,2
50,2,15,3
51,2,17,0
52,5,9,0
53,3,15,2
54,2,18,1
55,3,11,1
56,0,8,1
57,2,9,0
58,2,9,0
59,3,10,1
60,3,8,1
