"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,28,1773,158
2,172,3867,423
3,231,4763,616
4,212,4983,674
5,106,4390,762
6,111,3781,671
7,94,3026,587
8,89,2599,484
9,74,2068,417
10,44,1678,366
11,41,1368,273
12,23,1168,232
13,25,895,221
14,26,768,154
15,24,680,138
16,16,543,107
17,24,432,120
18,14,404,80
19,15,351,80
20,9,283,67
21,9,215,51
22,9,223,53
23,19,223,36
24,13,181,39
25,13,126,31
26,20,108,27
27,9,113,22
28,8,122,26
29,9,89,20
30,9,95,15
31,8,66,17
32,10,68,12
33,2,67,15
34,4,58,12
35,4,54,13
36,4,50,13
37,5,46,6
38,2,39,5
39,10,29,6
40,1,38,6
41,1,28,5
42,2,32,2
43,5,32,3
44,3,30,4
45,1,27,6
46,1,24,3
47,2,21,8
48,2,16,2
49,4,25,2
50,3,15,3
51,2,21,0
52,0,8,0
53,3,11,2
54,4,18,1
55,3,10,2
56,2,10,1
57,2,8,1
58,2,9,0
59,1,9,1
60,4,8,1
