"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,2035,172
2,7,4513,459
3,12,5685,651
4,9,5863,725
5,9,5195,806
6,5,4404,721
7,7,3528,636
8,5,3076,530
9,10,2416,453
10,8,1997,398
11,3,1629,309
12,10,1366,256
13,2,1033,245
14,4,892,180
15,3,801,153
16,3,634,120
17,0,520,128
18,3,464,94
19,3,409,92
20,3,325,74
21,3,257,58
22,5,271,61
23,6,255,40
24,3,210,41
25,5,149,36
26,1,130,32
27,0,147,24
28,0,149,32
29,3,113,21
30,2,114,16
31,1,78,17
32,3,83,14
33,5,73,17
34,1,68,16
35,3,68,13
36,1,58,13
37,5,57,6
38,1,43,6
39,5,36,7
40,2,53,8
41,2,35,6
42,4,37,2
43,0,32,3
44,4,37,5
45,0,34,6
46,3,28,3
47,1,24,9
48,1,18,2
49,3,26,2
50,4,21,3
51,3,23,1
52,1,12,0
53,4,15,3
54,2,20,2
55,2,13,2
56,1,12,1
57,3,11,1
58,3,11,0
59,5,9,1
60,2,6,1
