"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,0,2046,172
2,11,4520,459
3,5,5698,652
4,4,5881,726
5,3,5221,810
6,3,4423,723
7,8,3541,637
8,3,3086,531
9,3,2424,454
10,2,2003,399
11,4,1637,309
12,4,1373,257
13,4,1045,247
14,2,894,180
15,1,807,153
16,2,640,121
17,1,522,128
18,1,462,95
19,1,410,93
20,0,326,74
21,2,258,58
22,4,274,61
23,1,257,41
24,5,210,41
25,0,147,36
26,2,132,32
27,1,146,24
28,0,152,32
29,0,113,21
30,1,113,16
31,0,80,17
32,3,84,14
33,0,73,17
34,4,69,16
35,3,68,13
36,3,61,13
37,2,56,6
38,1,43,6
39,0,36,7
40,0,53,9
41,2,35,6
42,1,37,2
43,0,31,3
44,2,38,4
45,2,33,6
46,0,29,3
47,0,26,9
48,0,18,2
49,2,29,2
50,0,21,3
51,3,20,1
52,2,11,0
53,2,15,3
54,1,21,2
55,0,14,2
56,1,11,1
57,0,11,1
58,0,11,0
59,0,10,1
60,0,6,1
