"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,34,1158,117
2,164,2444,278
3,226,2708,373
4,190,2844,402
5,173,2475,441
6,161,2169,375
7,89,1701,349
8,73,1459,251
9,95,1129,232
10,73,940,198
11,63,736,144
12,58,629,111
13,49,518,120
14,37,425,72
15,22,367,68
16,44,286,61
17,21,227,63
18,30,221,35
19,23,197,39
20,22,150,33
21,18,108,29
22,16,116,31
23,15,114,21
24,17,90,21
25,22,64,20
26,17,59,13
27,22,65,8
28,9,67,15
29,10,45,7
30,13,46,7
31,12,30,6
32,11,38,5
33,9,36,9
34,12,31,4
35,9,29,8
36,6,24,5
37,4,25,4
38,11,21,3
39,9,15,3
40,7,23,2
41,15,8,2
42,11,20,0
43,5,16,1
44,9,18,2
45,12,22,5
46,8,11,2
47,10,10,3
48,13,7,0
49,9,14,1
50,4,9,2
51,11,9,0
52,10,5,0
53,5,4,2
54,6,13,0
55,8,4,0
56,6,4,1
57,3,4,0
58,8,4,0
59,5,3,1
60,5,3,1
