"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,35,1162,114
2,160,2460,278
3,160,2725,375
4,204,2861,405
5,172,2480,443
6,150,2176,376
7,141,1707,355
8,82,1457,253
9,70,1141,233
10,86,949,198
11,70,738,146
12,54,632,113
13,55,521,120
14,43,421,73
15,33,375,70
16,20,284,61
17,41,230,63
18,19,220,35
19,32,199,39
20,23,150,33
21,23,106,29
22,19,116,32
23,15,113,22
24,16,94,22
25,16,63,20
26,22,57,13
27,16,68,9
28,20,67,15
29,9,46,8
30,9,45,7
31,13,31,7
32,12,37,5
33,11,37,9
34,8,31,3
35,13,29,9
36,9,24,5
37,6,24,4
38,4,22,3
39,11,14,3
40,9,23,1
41,7,9,3
42,15,21,1
43,10,15,1
44,5,16,2
45,9,22,5
46,12,14,2
47,8,12,3
48,9,4,0
49,13,17,1
50,9,8,2
51,4,9,0
52,10,3,0
53,10,6,2
54,5,10,0
55,6,7,0
56,8,2,1
57,6,4,0
58,3,5,0
59,9,3,1
60,5,4,1
