"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,1993,167
2,31,4400,454
3,40,5565,648
4,62,5705,717
5,39,5067,803
6,47,4295,713
7,42,3439,628
8,32,2989,527
9,14,2361,447
10,34,1931,396
11,32,1577,304
12,25,1336,254
13,30,998,239
14,18,867,174
15,15,781,150
16,12,612,118
17,14,501,127
18,11,453,90
19,7,401,90
20,10,317,72
21,16,239,52
22,9,261,56
23,13,249,38
24,10,201,40
25,11,143,35
26,7,123,29
27,10,140,23
28,5,149,30
29,6,108,20
30,4,108,16
31,7,73,17
32,6,82,13
33,12,72,17
34,2,60,14
35,4,56,13
36,2,56,13
37,8,57,6
38,4,43,6
39,9,33,6
40,3,46,8
41,3,33,6
42,5,31,2
43,2,34,3
44,2,35,4
45,5,31,6
46,8,27,3
47,2,24,9
48,4,18,2
49,4,25,2
50,2,22,3
51,5,21,1
52,4,11,0
53,2,13,3
54,2,19,2
55,5,15,2
56,0,11,1
57,7,9,1
58,3,11,0
59,1,10,1
60,3,7,1
