"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,25,1372,132
2,93,2881,348
3,150,3360,477
4,156,3537,509
5,125,3117,558
6,84,2707,495
7,102,2106,430
8,53,1875,348
9,58,1470,311
10,58,1196,274
11,54,956,191
12,41,828,169
13,46,656,163
14,41,542,106
15,20,496,98
16,17,378,79
17,28,312,86
18,25,297,46
19,17,250,61
20,16,207,43
21,19,153,39
22,13,163,40
23,15,160,29
24,17,132,29
25,20,89,24
26,18,75,17
27,23,90,12
28,19,87,21
29,10,59,14
30,10,69,14
31,11,50,9
32,8,47,6
33,15,55,11
34,9,43,6
35,11,43,10
36,8,32,8
37,5,32,4
38,7,25,3
39,11,20,5
40,8,31,3
41,7,12,3
42,6,23,2
43,3,21,3
44,2,20,3
45,3,24,5
46,12,16,2
47,6,16,5
48,11,9,0
49,7,20,2
50,5,9,3
51,4,11,0
52,8,6,0
53,5,7,2
54,2,13,0
55,3,9,0
56,4,3,1
57,2,5,0
58,0,12,0
59,3,6,1
60,4,7,1
