"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,32,925,92
2,211,1888,230
3,120,2089,300
4,106,2221,332
5,154,1924,350
6,125,1655,309
7,100,1330,276
8,99,1105,189
9,85,862,181
10,41,748,153
11,43,555,113
12,48,471,82
13,42,401,83
14,40,319,51
15,29,285,49
16,43,210,41
17,22,161,43
18,21,157,25
19,22,142,23
20,18,99,24
21,16,73,22
22,24,83,19
23,23,77,13
24,10,58,20
25,10,47,12
26,23,41,10
27,11,40,4
28,15,39,11
29,22,27,4
30,12,23,4
31,7,17,4
32,5,23,1
33,13,22,4
34,9,20,2
35,6,16,6
36,10,14,4
37,5,12,4
38,1,11,2
39,5,8,2
40,2,12,0
41,3,7,1
42,3,16,0
43,4,10,1
44,0,7,2
45,4,11,4
46,0,9,1
47,2,9,2
48,4,4,0
49,0,10,0
50,3,7,2
51,2,5,1
52,1,2,0
53,2,3,0
54,1,8,0
55,2,2,0
56,2,1,1
57,2,4,0
58,2,2,0
59,0,0,1
60,1,0,1
