"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,19,1468,144
2,118,3082,380
3,101,3725,539
4,130,3962,582
5,102,3538,640
6,90,3026,572
7,73,2401,493
8,98,2108,400
9,48,1649,355
10,38,1348,314
11,42,1096,231
12,51,945,199
13,39,750,186
14,31,622,131
15,29,568,112
16,24,444,89
17,15,359,99
18,24,338,67
19,14,286,67
20,10,232,54
21,14,180,48
22,14,189,46
23,7,190,31
24,10,161,34
25,8,104,27
26,7,84,24
27,8,100,16
28,7,107,22
29,8,76,16
30,10,79,15
31,6,59,15
32,10,57,6
33,4,55,11
34,3,53,9
35,7,47,11
36,4,42,10
37,1,40,4
38,3,33,4
39,4,26,6
40,5,32,5
41,0,18,4
42,2,27,2
43,4,30,4
44,3,24,4
45,5,26,6
46,1,20,2
47,3,19,5
48,2,14,2
49,1,23,3
50,6,15,3
51,0,15,0
52,4,9,0
53,3,8,2
54,2,15,1
55,4,9,1
56,2,5,1
57,2,7,0
58,4,8,0
59,3,5,1
60,2,6,1
