"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,25,1409,139
2,125,2943,367
3,83,3521,511
4,137,3758,544
5,113,3324,600
6,96,2870,535
7,99,2263,458
8,73,1993,370
9,41,1547,337
10,47,1277,296
11,36,1032,208
12,46,886,183
13,36,699,173
14,28,583,117
15,36,532,105
16,22,413,84
17,15,341,92
18,23,324,60
19,15,269,64
20,9,215,49
21,13,168,45
22,8,177,42
23,9,170,30
24,8,148,32
25,14,100,27
26,16,81,23
27,3,97,13
28,9,101,21
29,9,71,15
30,5,73,15
31,5,54,12
32,7,55,6
33,12,55,11
34,5,48,8
35,8,46,12
36,9,38,10
37,3,33,4
38,9,30,3
39,5,24,5
40,8,31,4
41,8,14,3
42,4,24,2
43,4,23,3
44,5,20,3
45,6,26,5
46,7,20,1
47,2,20,5
48,5,10,1
49,2,21,2
50,2,11,3
51,2,15,0
52,3,7,0
53,3,5,2
54,4,15,1
55,2,8,1
56,4,4,1
57,6,7,0
58,2,9,0
59,2,5,1
60,2,6,1
