"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,28,1720,156
2,139,3715,415
3,181,4580,606
4,117,4822,666
5,112,4257,752
6,129,3649,659
7,97,2910,573
8,84,2524,470
9,73,1997,406
10,44,1615,357
11,38,1323,266
12,26,1128,228
13,35,877,220
14,26,733,152
15,31,661,134
16,28,519,102
17,29,420,116
18,25,392,79
19,15,342,80
20,11,281,65
21,12,210,51
22,13,220,51
23,13,216,36
24,18,176,37
25,4,127,31
26,6,104,27
27,5,113,21
28,7,121,26
29,9,89,18
30,3,87,15
31,10,65,17
32,2,67,12
33,2,63,15
34,3,55,11
35,9,52,13
36,3,48,13
37,0,43,4
38,1,38,5
39,3,28,6
40,3,38,6
41,6,28,5
42,4,32,2
43,3,32,3
44,1,29,4
45,4,26,6
46,4,23,3
47,3,21,8
48,2,18,2
49,1,23,2
50,3,15,3
51,1,18,0
52,4,10,0
53,3,11,2
54,2,19,1
55,4,10,2
56,2,11,1
57,3,9,0
58,3,11,0
59,0,9,1
60,0,6,1
