"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,29,1583,149
2,119,3322,394
3,141,4028,567
4,150,4272,616
5,114,3806,686
6,105,3249,605
7,108,2629,525
8,59,2269,423
9,53,1784,377
10,50,1452,335
11,40,1192,246
12,39,1017,214
13,28,781,196
14,25,674,139
15,24,613,124
16,19,477,93
17,21,386,103
18,17,362,70
19,14,313,73
20,9,253,56
21,10,188,48
22,7,197,46
23,8,204,34
24,9,169,35
25,9,120,31
26,7,97,27
27,7,109,18
28,11,113,24
29,8,78,17
30,6,83,15
31,7,62,17
32,5,66,9
33,6,58,13
34,11,56,9
35,6,48,12
36,4,46,13
37,2,42,4
38,3,36,5
39,2,28,5
40,0,35,5
41,9,22,5
42,4,29,3
43,4,29,3
44,3,29,4
45,7,27,6
46,6,24,3
47,6,21,6
48,5,14,2
49,4,22,2
50,5,14,3
51,3,17,0
52,3,9,0
53,0,10,2
54,3,18,1
55,4,10,1
56,1,6,1
57,0,8,0
58,2,12,0
59,2,8,1
60,2,6,1
