"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,20,1807,160
2,162,3944,428
3,118,4880,620
4,152,5079,679
5,123,4484,767
6,137,3822,676
7,117,3061,591
8,116,2631,490
9,63,2092,422
10,68,1699,372
11,63,1386,279
12,39,1187,232
13,43,900,222
14,37,783,156
15,31,694,141
16,16,548,107
17,18,436,121
18,18,406,80
19,19,358,80
20,13,285,69
21,16,214,50
22,12,228,53
23,16,223,36
24,7,182,39
25,9,131,32
26,8,108,27
27,14,119,22
28,11,123,26
29,12,90,20
30,11,96,15
31,7,66,17
32,6,71,12
33,6,67,15
34,8,57,12
35,5,54,13
36,7,48,13
37,2,46,6
38,3,40,5
39,4,30,6
40,3,41,7
41,3,28,5
42,2,30,2
43,8,31,3
44,3,32,4
45,1,28,6
46,3,25,3
47,5,22,8
48,3,17,2
49,1,23,2
50,0,14,3
51,2,19,0
52,2,8,0
53,4,13,2
54,4,19,1
55,2,12,2
56,0,9,1
57,3,8,1
58,4,9,0
59,3,9,1
60,2,7,1
