"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,2050,172
2,11,4532,459
3,10,5700,652
4,8,5883,726
5,8,5224,810
6,10,4428,723
7,2,3540,637
8,2,3088,531
9,4,2423,454
10,2,2005,400
11,1,1639,309
12,2,1377,258
13,1,1043,247
14,3,895,180
15,1,807,153
16,1,640,121
17,2,524,128
18,0,466,95
19,1,411,93
20,2,327,74
21,2,257,58
22,1,274,61
23,1,257,41
24,0,212,41
25,0,147,36
26,2,132,32
27,3,146,24
28,1,152,32
29,2,113,21
30,0,113,16
31,1,80,17
32,1,84,14
33,0,74,17
34,0,68,16
35,1,69,13
36,0,61,13
37,2,56,6
38,0,44,6
39,4,37,7
40,3,53,9
41,3,35,6
42,2,38,2
43,0,32,3
44,0,38,4
45,0,33,6
46,2,29,3
47,0,25,9
48,0,18,2
49,1,27,2
50,2,20,3
51,0,21,1
52,0,13,0
53,0,13,3
54,2,22,2
55,0,13,2
56,3,11,1
57,2,10,1
58,2,13,0
59,1,10,1
60,0,7,1
