"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,2048,172
2,5,4524,459
3,9,5698,652
4,11,5882,726
5,5,5224,810
6,4,4427,723
7,4,3540,637
8,2,3087,531
9,1,2422,454
10,5,2007,399
11,0,1639,309
12,3,1377,258
13,1,1043,247
14,3,894,180
15,2,805,153
16,2,642,121
17,1,525,128
18,1,463,95
19,2,411,93
20,1,326,74
21,1,257,58
22,0,275,61
23,0,257,41
24,2,212,41
25,3,147,36
26,1,131,32
27,2,146,24
28,0,152,32
29,1,113,21
30,1,113,16
31,0,80,17
32,0,83,14
33,1,75,17
34,0,69,16
35,2,68,13
36,0,60,13
37,4,57,6
38,3,43,6
39,3,37,7
40,2,54,9
41,0,34,6
42,0,38,2
43,0,32,3
44,2,37,4
45,0,34,6
46,0,29,3
47,1,25,9
48,2,18,2
49,0,27,2
50,0,22,3
51,0,20,1
52,2,13,0
53,0,13,3
54,3,20,2
55,2,13,2
56,2,13,1
57,1,11,1
58,0,12,0
59,1,9,1
60,0,7,1
