"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,2035,172
2,12,4513,459
3,4,5689,651
4,8,5864,725
5,9,5198,806
6,7,4403,721
7,4,3526,636
8,7,3079,530
9,5,2417,453
10,10,1998,398
11,7,1630,309
12,3,1367,256
13,11,1034,245
14,2,891,180
15,4,802,153
16,3,635,120
17,2,519,128
18,0,462,94
19,2,411,92
20,3,325,74
21,3,257,58
22,3,272,61
23,5,255,40
24,6,209,41
25,3,148,36
26,4,132,32
27,1,146,24
28,0,150,32
29,0,113,21
30,3,113,16
31,2,79,17
32,1,82,14
33,3,73,17
34,5,69,16
35,1,67,13
36,3,59,13
37,1,55,6
38,5,45,6
39,1,36,7
40,4,53,8
41,2,33,6
42,2,37,2
43,4,33,3
44,0,37,4
45,4,33,7
46,0,30,3
47,3,24,9
48,1,18,2
49,1,26,2
50,3,20,3
51,4,21,1
52,3,14,0
53,1,14,3
54,4,21,2
55,2,14,2
56,2,11,1
57,1,11,1
58,3,12,0
59,3,9,1
60,5,6,1
