"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,36,1447,142
2,125,3014,378
3,94,3628,527
4,114,3874,564
5,114,3445,619
6,80,2962,560
7,76,2350,482
8,80,2049,385
9,59,1611,346
10,41,1328,303
11,61,1070,222
12,36,914,192
13,27,725,177
14,34,602,125
15,23,555,113
16,13,429,86
17,20,354,97
18,15,331,64
19,18,278,66
20,13,220,52
21,13,172,48
22,15,181,44
23,13,183,31
24,7,153,33
25,11,101,27
26,7,84,24
27,6,100,16
28,11,105,21
29,5,68,16
30,2,79,15
31,4,61,13
32,8,58,6
33,9,54,11
34,1,49,10
35,6,45,11
36,9,42,10
37,5,36,5
38,6,29,4
39,5,25,5
40,8,33,5
41,4,17,3
42,6,27,3
43,7,29,4
44,0,23,3
45,5,27,6
46,3,18,2
47,3,18,5
48,6,11,2
49,3,20,2
50,2,13,3
51,5,14,0
52,5,7,0
53,4,5,2
54,0,17,2
55,4,10,1
56,3,6,1
57,2,5,0
58,2,9,0
59,3,6,1
60,3,7,1
