"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,31,1601,149
2,190,3372,397
3,185,4122,578
4,195,4367,622
5,124,3904,697
6,77,3309,616
7,83,2666,535
8,68,2312,432
9,58,1824,379
10,49,1477,342
11,50,1216,251
12,30,1036,216
13,25,799,201
14,26,686,141
15,18,622,125
16,22,486,94
17,13,389,105
18,11,364,72
19,15,318,73
20,12,253,56
21,12,197,48
22,12,204,47
23,7,206,35
24,2,166,35
25,5,117,31
26,6,93,27
27,6,112,18
28,7,117,25
29,10,83,18
30,8,86,15
31,6,62,16
32,8,66,10
33,7,57,14
34,6,54,9
35,8,49,13
36,4,46,13
37,6,43,4
38,11,39,5
39,7,30,5
40,3,35,5
41,2,22,5
42,3,26,2
43,2,30,3
44,1,28,4
45,8,28,6
46,4,26,4
47,3,21,6
48,4,18,2
49,6,20,2
50,6,16,3
51,4,14,0
52,5,10,0
53,5,12,2
54,4,17,1
55,3,11,1
56,3,7,1
57,0,8,0
58,3,11,0
59,5,9,1
60,1,6,1
