"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,25,1517,146
2,157,3185,385
3,198,3847,551
4,106,4077,598
5,72,3642,663
6,98,3128,584
7,74,2504,509
8,60,2192,413
9,49,1720,364
10,55,1397,323
11,34,1131,238
12,32,985,206
13,30,762,191
14,24,638,135
15,15,588,118
16,13,455,91
17,31,370,102
18,15,347,69
19,15,298,69
20,17,242,56
21,12,185,48
22,14,192,46
23,15,198,32
24,12,161,35
25,8,112,29
26,4,92,25
27,9,106,17
28,7,109,23
29,2,79,17
30,13,83,15
31,6,60,16
32,4,59,8
33,6,59,11
34,6,50,9
35,6,47,12
36,6,44,12
37,6,43,4
38,6,33,5
39,7,28,5
40,3,36,5
41,5,20,4
42,1,25,2
43,4,30,3
44,7,27,3
45,2,25,6
46,0,23,3
47,2,23,6
48,3,13,2
49,4,21,2
50,0,13,4
51,1,15,0
52,5,10,0
53,4,9,3
54,3,18,1
55,0,9,1
56,3,6,1
57,1,7,0
58,1,11,1
59,4,8,1
60,0,7,1
